"1","LVMH","MC.PA","387999338612","766.388","France"
"2","Hermès","RMS.PA","244648709923","2327.55","France"
"5","Dior","CDI.PA","133315683153","725.686","France"
"10","Kering","KER.PA","44872623273","366.056","France"
