"11","Adidas","ADS.DE","42087094983","235.717","Germany"
"25","PUMA","PUM.DE","7030420344","46.918","Germany"
"28","Zalando","ZAL.DE","6392111065","24.5382","Germany"
"69","About You","YOU.DE","589140000","3.38273","Germany"
"76","MYT Netherlands Parent (Mytheresa)","MYTE","430393344","5.07","Germany"
